vendor,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_zone,dropoff_zone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
"Creative Mobile Technologies, LLC",11/25/2021 01:15:45 PM,11/25/2021 01:30:13 PM,1.0,2.3,Standard rate,N,79,68,Credit card,11.5,2.5,0.5,2.95,0.0,0.3,17.75,2.5
"Creative Mobile Technologies, LLC",11/19/2021 08:36:34 PM,11/19/2021 08:46:02 PM,1.0,1.1,Standard rate,N,158,234,Credit card,7.5,3.0,0.5,2.8,0.0,0.3,14.1,2.5
VeriFone Inc.,11/10/2021 09:31:00 AM,11/10/2021 09:43:44 AM,1.0,1.33,Standard rate,N,236,163,Cash,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/06/2021 03:23:20 AM,11/06/2021 03:33:50 AM,2.0,1.7,Standard rate,N,163,48,Credit card,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
"Creative Mobile Technologies, LLC",11/20/2021 11:05:53 AM,11/20/2021 11:21:40 AM,2.0,2.8,Standard rate,N,48,79,Credit card,12.0,2.5,0.5,4.55,0.0,0.3,19.85,2.5
VeriFone Inc.,11/26/2021 01:02:39 AM,11/26/2021 01:10:04 AM,1.0,1.27,Standard rate,N,148,114,Credit card,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/06/2021 07:32:35 AM,11/06/2021 07:49:21 AM,1.0,3.0,Standard rate,N,186,239,Credit card,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
VeriFone Inc.,11/02/2021 08:43:25 PM,11/02/2021 08:50:20 PM,1.0,1.23,Standard rate,N,48,68,Credit card,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
"Creative Mobile Technologies, LLC",11/06/2021 07:19:37 PM,11/06/2021 07:38:32 PM,1.0,2.1,Standard rate,N,164,249,Cash,13.0,2.5,0.5,0.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/07/2021 08:09:51 PM,11/07/2021 08:19:39 PM,5.0,1.27,Standard rate,N,79,211,Credit card,8.0,0.5,0.5,2.0,0.0,0.3,13.8,2.5
"Creative Mobile Technologies, LLC",11/03/2021 11:53:24 AM,11/03/2021 12:25:14 PM,1.0,3.4,Standard rate,N,236,113,Credit card,20.5,2.5,0.5,4.75,0.0,0.3,28.55,2.5
VeriFone Inc.,11/01/2021 06:08:11 PM,11/01/2021 06:32:41 PM,1.0,3.47,Standard rate,N,211,161,Cash,17.5,1.0,0.5,0.0,0.0,0.3,21.8,2.5
VeriFone Inc.,11/04/2021 06:18:07 PM,11/04/2021 06:42:09 PM,1.0,7.64,Standard rate,N,209,262,Credit card,25.0,1.0,0.5,2.93,0.0,0.3,32.23,2.5
VeriFone Inc.,11/12/2021 10:55:03 PM,11/12/2021 11:02:18 PM,1.0,2.67,Standard rate,N,143,238,Credit card,10.0,0.5,0.5,2.07,0.0,0.3,15.87,2.5
VeriFone Inc.,11/07/2021 03:07:23 PM,11/07/2021 03:25:03 PM,1.0,2.51,Standard rate,N,107,163,Credit card,13.0,0.0,0.5,1.63,0.0,0.3,17.93,2.5
"Creative Mobile Technologies, LLC",11/16/2021 12:32:26 AM,11/16/2021 12:44:29 AM,1.0,3.4,Standard rate,N,161,125,Credit card,12.5,3.0,0.5,4.85,0.0,0.3,21.15,2.5
VeriFone Inc.,11/05/2021 03:24:12 PM,11/05/2021 03:38:22 PM,1.0,1.18,Standard rate,N,100,230,Cash,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/16/2021 08:21:01 PM,11/16/2021 08:30:44 PM,1.0,2.44,Standard rate,N,239,166,Credit card,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
VeriFone Inc.,11/02/2021 07:05:40 PM,11/02/2021 07:12:42 PM,1.0,0.76,Standard rate,N,230,48,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/27/2021 09:39:40 PM,11/27/2021 09:50:54 PM,1.0,2.17,Standard rate,N,142,236,Cash,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/19/2021 08:27:33 PM,11/19/2021 08:51:01 PM,1.0,2.12,Standard rate,N,237,186,Credit card,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
"Creative Mobile Technologies, LLC",11/22/2021 04:48:54 PM,11/22/2021 04:56:53 PM,1.0,1.0,Standard rate,N,234,211,Credit card,7.0,3.5,0.5,2.25,0.0,0.3,13.55,2.5
VeriFone Inc.,11/05/2021 06:13:34 PM,11/05/2021 06:25:57 PM,1.0,2.07,Standard rate,N,161,141,Credit card,10.5,1.0,0.5,3.7,0.0,0.3,18.5,2.5
"Creative Mobile Technologies, LLC",11/09/2021 07:58:36 PM,11/09/2021 08:12:19 PM,1.0,2.3,Standard rate,N,234,141,Credit card,11.0,3.5,0.5,1.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/28/2021 04:33:21 PM,11/28/2021 04:40:05 PM,3.0,2.07,Standard rate,N,263,74,Cash,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/18/2021 10:50:10 AM,11/18/2021 10:57:36 AM,1.0,1.25,Standard rate,N,163,164,Cash,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
"Creative Mobile Technologies, LLC",11/23/2021 07:05:48 AM,11/23/2021 07:12:40 AM,1.0,1.1,Standard rate,Y,142,163,Credit card,6.5,2.5,0.5,1.47,0.0,0.3,11.27,2.5
VeriFone Inc.,11/18/2021 09:21:59 PM,11/18/2021 09:25:24 PM,4.0,0.48,Standard rate,N,170,164,Credit card,4.5,0.5,0.5,1.0,0.0,0.3,9.3,2.5
VeriFone Inc.,11/02/2021 01:50:31 PM,11/02/2021 02:04:00 PM,6.0,1.41,Standard rate,N,163,236,Credit card,9.5,0.0,0.5,3.2,0.0,0.3,16.0,2.5
VeriFone Inc.,11/05/2021 07:04:48 AM,11/05/2021 07:09:08 AM,1.0,1.17,Standard rate,N,237,161,Cash,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
"Creative Mobile Technologies, LLC",11/05/2021 03:39:30 PM,11/05/2021 03:43:50 PM,1.0,0.4,Standard rate,N,237,229,Credit card,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
"Creative Mobile Technologies, LLC",11/20/2021 04:03:15 PM,11/20/2021 04:17:38 PM,3.0,1.8,Standard rate,N,170,249,Credit card,10.5,2.5,0.5,2.75,0.0,0.3,16.55,2.5
"Creative Mobile Technologies, LLC",11/01/2021 11:41:19 AM,11/01/2021 12:06:08 PM,1.0,3.2,Standard rate,N,107,234,Credit card,17.0,2.5,0.5,5.05,0.0,0.3,25.35,2.5
VeriFone Inc.,11/18/2021 11:18:39 AM,11/18/2021 11:26:28 AM,1.0,0.93,Standard rate,N,237,236,Credit card,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
VeriFone Inc.,11/08/2021 11:16:27 AM,11/08/2021 11:20:25 AM,1.0,0.67,Standard rate,N,234,164,Credit card,4.5,0.0,0.5,1.17,0.0,0.3,8.97,2.5
VeriFone Inc.,11/18/2021 12:01:45 PM,11/18/2021 12:05:01 PM,1.0,0.3,Standard rate,N,236,236,Credit card,4.0,0.0,0.5,1.8,0.0,0.3,9.1,2.5
VeriFone Inc.,11/18/2021 07:37:19 AM,11/18/2021 07:46:15 AM,2.0,1.34,Standard rate,N,234,164,Cash,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/25/2021 02:43:44 AM,11/25/2021 02:46:02 AM,1.0,0.4,Standard rate,N,164,170,No charge,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5
VeriFone Inc.,11/21/2021 04:28:33 PM,11/21/2021 04:37:11 PM,1.0,1.93,Standard rate,N,236,142,Cash,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/15/2021 06:17:25 PM,11/15/2021 06:24:37 PM,1.0,1.69,Standard rate,N,100,158,Credit card,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
"Creative Mobile Technologies, LLC",11/16/2021 03:21:13 PM,11/16/2021 03:39:51 PM,3.0,1.5,Standard rate,N,163,43,Credit card,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/23/2021 01:05:11 PM,11/23/2021 01:18:09 PM,1.0,1.65,Standard rate,N,164,107,Cash,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
VeriFone Inc.,11/13/2021 05:10:56 PM,11/13/2021 05:30:10 PM,1.0,3.49,Standard rate,N,48,75,Cash,14.5,0.0,0.5,0.0,0.0,0.3,17.8,2.5
VeriFone Inc.,11/19/2021 09:33:16 AM,11/19/2021 09:38:35 AM,1.0,1.03,Standard rate,N,238,142,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/01/2021 11:54:42 AM,11/01/2021 12:09:53 PM,1.0,1.11,Standard rate,N,100,170,Credit card,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
VeriFone Inc.,11/18/2021 07:27:45 PM,11/18/2021 07:47:14 PM,1.0,2.58,Standard rate,N,233,234,Credit card,13.5,1.0,0.5,1.78,0.0,0.3,19.58,2.5
VeriFone Inc.,11/16/2021 07:40:45 AM,11/16/2021 07:55:05 AM,1.0,2.0,Standard rate,N,163,236,Credit card,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
VeriFone Inc.,11/25/2021 01:23:00 AM,11/25/2021 01:25:32 AM,1.0,1.09,Standard rate,N,140,263,Cash,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/13/2021 08:29:35 AM,11/13/2021 08:37:20 AM,1.0,1.28,Standard rate,N,107,170,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/10/2021 05:08:33 PM,11/10/2021 05:21:30 PM,1.0,0.69,Standard rate,N,48,161,Credit card,9.0,1.0,0.5,2.66,0.0,0.3,15.96,2.5
"Creative Mobile Technologies, LLC",11/08/2021 03:29:51 PM,11/08/2021 03:45:52 PM,2.0,2.3,Standard rate,N,68,43,Credit card,11.5,2.5,0.5,2.96,0.0,0.3,17.76,2.5
VeriFone Inc.,11/19/2021 01:43:24 PM,11/19/2021 02:10:08 PM,1.0,2.31,Standard rate,N,249,125,Credit card,16.5,0.0,0.5,2.0,0.0,0.3,21.8,2.5
VeriFone Inc.,11/29/2021 01:59:05 PM,11/29/2021 02:03:04 PM,1.0,0.64,Standard rate,N,262,236,Credit card,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
VeriFone Inc.,11/19/2021 09:54:45 AM,11/19/2021 10:17:49 AM,1.0,3.22,Standard rate,N,68,237,Credit card,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
"Creative Mobile Technologies, LLC",11/16/2021 09:26:23 AM,11/16/2021 09:35:42 AM,1.0,0.7,Standard rate,N,68,230,Credit card,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
VeriFone Inc.,11/20/2021 11:43:33 PM,11/20/2021 11:49:35 PM,1.0,1.17,Standard rate,N,161,163,Cash,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/20/2021 06:07:21 PM,11/21/2021 06:04:29 PM,1.0,3.05,Standard rate,N,238,42,Cash,14.0,0.0,0.5,0.0,0.0,0.3,17.3,2.5
"Creative Mobile Technologies, LLC",11/05/2021 07:17:53 PM,11/05/2021 07:28:01 PM,1.0,1.9,Standard rate,N,163,239,Credit card,9.0,3.5,0.5,1.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/07/2021 10:51:35 AM,11/07/2021 10:53:00 AM,1.0,0.24,Standard rate,N,236,236,Credit card,3.0,0.0,0.5,1.26,0.0,0.3,7.56,2.5
"Creative Mobile Technologies, LLC",11/17/2021 12:15:32 PM,11/17/2021 12:35:06 PM,1.0,1.3,Standard rate,N,161,163,Cash,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/09/2021 10:18:52 PM,11/09/2021 10:30:40 PM,1.0,1.74,Standard rate,N,142,141,Credit card,9.5,0.5,0.5,2.39,0.0,0.3,15.69,2.5
VeriFone Inc.,11/14/2021 07:51:15 PM,11/14/2021 08:12:23 PM,2.0,2.89,Standard rate,N,186,239,Credit card,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
"Creative Mobile Technologies, LLC",11/09/2021 02:11:01 PM,11/09/2021 02:23:09 PM,3.0,0.7,Standard rate,N,75,75,Cash,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0.0
VeriFone Inc.,11/29/2021 11:29:54 AM,11/29/2021 11:39:12 AM,5.0,0.78,Standard rate,N,249,114,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/09/2021 12:07:58 AM,11/09/2021 12:14:25 AM,2.0,1.66,Standard rate,N,107,161,Credit card,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/06/2021 07:57:01 PM,11/06/2021 08:14:35 PM,1.0,5.0,Standard rate,N,162,209,Credit card,17.0,3.0,0.5,3.0,0.0,0.3,23.8,2.5
"Creative Mobile Technologies, LLC",11/23/2021 02:22:08 PM,11/23/2021 02:52:53 PM,1.0,3.2,Standard rate,N,229,238,Credit card,20.0,2.5,0.5,2.5,0.0,0.3,25.8,2.5
VeriFone Inc.,11/30/2021 06:11:55 PM,11/30/2021 06:21:18 PM,1.0,1.38,Standard rate,N,142,238,Credit card,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
VeriFone Inc.,11/08/2021 08:57:45 AM,11/08/2021 09:13:20 AM,1.0,2.61,Standard rate,N,230,238,Credit card,12.5,0.0,0.5,1.58,0.0,0.3,17.38,2.5
"Creative Mobile Technologies, LLC",11/19/2021 09:27:49 AM,11/19/2021 09:32:28 AM,1.0,0.7,Standard rate,N,236,237,Credit card,5.0,2.5,0.5,2.08,0.0,0.3,10.38,2.5
"Creative Mobile Technologies, LLC",11/14/2021 01:09:10 AM,11/14/2021 01:19:22 AM,1.0,1.7,Standard rate,N,114,90,Credit card,9.0,3.0,0.5,1.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/06/2021 06:11:01 PM,11/06/2021 06:22:35 PM,1.0,1.63,Standard rate,N,142,237,Credit card,9.5,0.0,0.5,3.84,0.0,0.3,16.64,2.5
VeriFone Inc.,11/06/2021 12:37:54 AM,11/06/2021 12:55:16 AM,1.0,3.73,Standard rate,N,230,231,Cash,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
"Creative Mobile Technologies, LLC",11/18/2021 11:33:26 AM,11/18/2021 11:56:15 AM,2.0,4.0,Standard rate,N,68,13,Cash,18.0,2.5,0.5,0.0,0.0,0.3,21.3,2.5
"Creative Mobile Technologies, LLC",11/16/2021 07:15:39 AM,11/16/2021 07:16:42 AM,1.0,0.1,Standard rate,N,237,237,Cash,3.0,2.5,0.5,0.0,0.0,0.3,6.3,2.5
VeriFone Inc.,11/05/2021 04:43:48 PM,11/05/2021 05:27:47 PM,1.0,7.51,Standard rate,N,230,243,Credit card,30.0,1.0,0.5,8.57,0.0,0.3,42.87,2.5
VeriFone Inc.,11/13/2021 02:07:33 PM,11/13/2021 02:19:18 PM,5.0,2.18,Standard rate,N,236,239,Credit card,10.0,0.0,0.5,3.99,0.0,0.3,17.29,2.5
VeriFone Inc.,11/26/2021 12:51:13 PM,11/26/2021 01:03:32 PM,1.0,1.25,Standard rate,N,141,161,Credit card,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
VeriFone Inc.,11/16/2021 03:12:57 PM,11/16/2021 03:27:22 PM,1.0,2.05,Standard rate,N,236,140,Cash,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/02/2021 07:48:24 PM,11/02/2021 07:53:51 PM,5.0,1.45,Standard rate,N,170,237,Cash,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/27/2021 10:32:38 AM,11/27/2021 10:46:24 AM,1.0,2.93,Standard rate,N,90,239,Cash,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/02/2021 02:52:33 PM,11/02/2021 03:07:32 PM,1.0,1.61,Standard rate,N,161,234,Credit card,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
"Creative Mobile Technologies, LLC",11/13/2021 09:46:38 PM,11/13/2021 09:54:18 PM,1.0,1.0,Standard rate,N,231,13,Credit card,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
VeriFone Inc.,11/24/2021 07:06:32 AM,11/24/2021 07:19:49 AM,5.0,2.93,Standard rate,N,141,164,Credit card,12.0,0.0,0.5,4.59,0.0,0.3,19.89,2.5
"Creative Mobile Technologies, LLC",11/20/2021 01:29:30 PM,11/20/2021 01:47:51 PM,2.0,3.8,Standard rate,N,246,87,Credit card,15.5,2.5,0.5,2.26,0.0,0.3,21.06,2.5
"Creative Mobile Technologies, LLC",11/15/2021 08:17:23 PM,11/15/2021 08:35:22 PM,1.0,2.0,Standard rate,N,100,68,Credit card,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
VeriFone Inc.,11/09/2021 05:56:59 PM,11/09/2021 06:05:49 PM,1.0,0.93,Standard rate,N,161,229,Credit card,7.0,1.0,0.5,1.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/29/2021 03:02:31 PM,11/29/2021 03:12:43 PM,1.0,1.29,Standard rate,N,236,161,Cash,8.5,0.0,0.5,0.0,0.0,0.3,11.8,2.5
"Creative Mobile Technologies, LLC",11/21/2021 04:27:42 PM,11/21/2021 04:44:48 PM,2.0,2.2,Standard rate,N,234,163,Cash,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/25/2021 07:33:41 PM,11/25/2021 07:37:32 PM,1.0,0.86,Standard rate,N,68,68,Credit card,5.0,0.0,0.5,1.24,0.0,0.3,9.54,2.5
VeriFone Inc.,11/13/2021 11:58:04 PM,11/14/2021 12:08:14 AM,1.0,3.11,Standard rate,N,107,263,Credit card,11.0,0.5,0.5,1.0,0.0,0.3,15.8,2.5
"Creative Mobile Technologies, LLC",11/22/2021 04:12:43 PM,11/22/2021 04:17:15 PM,1.0,0.5,Standard rate,N,263,236,Cash,5.0,3.5,0.5,0.0,0.0,0.3,9.3,2.5
VeriFone Inc.,11/01/2021 09:34:05 AM,11/01/2021 10:05:51 AM,1.0,4.2,Standard rate,N,231,43,Credit card,21.0,0.0,0.5,2.43,0.0,0.3,26.73,2.5
VeriFone Inc.,11/02/2021 07:39:28 PM,11/02/2021 07:45:14 PM,1.0,1.34,Standard rate,N,238,239,Cash,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/03/2021 11:35:43 AM,11/03/2021 11:47:58 AM,1.0,0.63,Standard rate,N,100,163,Credit card,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
"Creative Mobile Technologies, LLC",11/06/2021 10:04:59 PM,11/06/2021 10:10:25 PM,1.0,0.7,Standard rate,N,151,43,Credit card,5.5,0.5,0.5,1.35,0.0,0.3,8.15,0.0
VeriFone Inc.,11/16/2021 01:22:37 PM,11/16/2021 01:55:37 PM,1.0,3.44,Standard rate,N,236,137,Cash,21.0,0.0,0.5,0.0,0.0,0.3,24.3,2.5
VeriFone Inc.,11/23/2021 07:49:52 PM,11/23/2021 07:54:25 PM,2.0,0.99,Standard rate,N,142,238,Cash,5.5,1.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/09/2021 07:04:44 PM,11/09/2021 07:12:09 PM,1.0,1.18,Standard rate,N,249,186,Credit card,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
"Creative Mobile Technologies, LLC",11/26/2021 05:43:51 PM,11/26/2021 05:52:14 PM,1.0,2.6,Standard rate,N,170,263,Credit card,9.5,3.5,0.5,2.75,0.0,0.3,16.55,2.5
VeriFone Inc.,11/11/2021 08:45:37 PM,11/11/2021 08:50:04 PM,2.0,0.7,Standard rate,N,114,113,Credit card,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
VeriFone Inc.,11/09/2021 01:42:00 PM,11/09/2021 01:59:49 PM,1.0,1.99,Standard rate,N,237,236,Cash,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
"Creative Mobile Technologies, LLC",11/18/2021 08:50:36 PM,11/18/2021 09:07:03 PM,1.0,2.9,Standard rate,N,148,229,Credit card,13.0,3.0,0.5,3.35,0.0,0.3,20.15,2.5
VeriFone Inc.,11/18/2021 04:30:49 PM,11/18/2021 04:51:38 PM,1.0,2.63,Standard rate,N,186,140,Cash,14.5,1.0,0.5,0.0,0.0,0.3,18.8,2.5
"Creative Mobile Technologies, LLC",11/10/2021 08:22:43 PM,11/10/2021 08:34:37 PM,2.0,2.1,Standard rate,N,162,79,Cash,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
"Creative Mobile Technologies, LLC",11/06/2021 07:38:20 PM,11/06/2021 07:54:24 PM,2.0,2.8,Standard rate,N,74,263,Credit card,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
VeriFone Inc.,11/24/2021 10:43:35 AM,11/24/2021 10:51:39 AM,1.0,1.38,Standard rate,N,170,233,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/17/2021 09:57:00 AM,11/17/2021 10:17:22 AM,1.0,5.4,Standard rate,N,75,137,Cash,19.0,2.5,0.5,0.0,0.0,0.3,22.3,2.5
VeriFone Inc.,11/27/2021 06:36:40 PM,11/27/2021 06:45:07 PM,1.0,1.79,Standard rate,N,239,237,Credit card,8.0,0.0,0.5,1.13,0.0,0.3,12.43,2.5
VeriFone Inc.,11/11/2021 07:25:36 AM,11/11/2021 07:34:52 AM,1.0,1.33,Standard rate,N,161,140,Credit card,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/25/2021 08:25:02 PM,11/25/2021 08:35:14 PM,1.0,2.13,Standard rate,N,142,263,Credit card,9.5,0.5,0.5,2.0,0.0,0.3,15.3,2.5
VeriFone Inc.,11/26/2021 12:02:13 PM,11/26/2021 12:05:37 PM,2.0,0.71,Standard rate,N,237,237,Cash,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
VeriFone Inc.,11/05/2021 06:20:37 PM,11/05/2021 06:31:40 PM,1.0,1.48,Standard rate,N,186,107,Credit card,8.5,1.0,0.5,1.5,0.0,0.3,14.3,2.5
VeriFone Inc.,11/10/2021 10:24:18 AM,11/10/2021 10:52:10 AM,1.0,3.47,Standard rate,N,140,90,Credit card,19.5,0.0,0.5,4.2,0.0,0.3,27.0,2.5
VeriFone Inc.,11/11/2021 06:50:37 PM,11/11/2021 06:55:10 PM,1.0,1.0,Standard rate,N,163,237,Cash,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/11/2021 06:48:54 PM,11/11/2021 07:09:31 PM,1.0,3.61,Standard rate,N,263,48,Credit card,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
VeriFone Inc.,11/11/2021 10:19:29 PM,11/11/2021 10:24:38 PM,1.0,1.11,Standard rate,N,141,263,Credit card,6.0,0.5,0.5,1.0,0.0,0.3,10.8,2.5
"Creative Mobile Technologies, LLC",11/24/2021 11:44:21 AM,11/24/2021 11:45:25 AM,1.0,0.3,Standard rate,N,79,79,Credit card,3.0,2.5,0.5,1.25,0.0,0.3,7.55,2.5
"Creative Mobile Technologies, LLC",11/15/2021 02:55:24 PM,11/15/2021 03:19:53 PM,1.0,3.7,Standard rate,N,143,107,Credit card,18.0,2.5,0.5,3.0,0.0,0.3,24.3,2.5
"Creative Mobile Technologies, LLC",11/04/2021 10:44:36 PM,11/04/2021 11:02:58 PM,1.0,6.4,Standard rate,N,236,114,Credit card,21.0,3.0,0.5,6.2,0.0,0.3,31.0,2.5
VeriFone Inc.,11/11/2021 09:24:10 PM,11/11/2021 09:37:52 PM,1.0,3.45,Standard rate,N,234,236,Credit card,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
VeriFone Inc.,11/14/2021 12:22:29 AM,11/14/2021 12:28:45 AM,1.0,1.1,Standard rate,N,237,263,Credit card,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
"Creative Mobile Technologies, LLC",11/27/2021 01:20:01 PM,11/27/2021 01:36:10 PM,2.0,1.8,Standard rate,N,43,161,Credit card,11.5,2.5,0.5,1.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/14/2021 06:06:19 PM,11/14/2021 06:12:36 PM,1.0,0.9,Standard rate,N,163,161,Credit card,6.0,0.0,0.5,2.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/05/2021 07:23:13 PM,11/05/2021 07:42:26 PM,1.0,1.52,Standard rate,N,162,107,Credit card,12.5,1.0,0.5,2.52,0.0,0.3,19.32,2.5
"Creative Mobile Technologies, LLC",11/03/2021 02:10:37 AM,11/03/2021 02:18:59 AM,1.0,2.4,Standard rate,N,161,263,Credit card,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
"Creative Mobile Technologies, LLC",11/26/2021 03:10:49 PM,11/26/2021 03:15:06 PM,2.0,0.7,Standard rate,N,163,142,Credit card,5.0,2.5,0.5,1.0,0.0,0.3,9.3,2.5
VeriFone Inc.,11/16/2021 12:17:48 PM,11/16/2021 12:27:41 PM,1.0,0.89,Standard rate,N,140,236,Credit card,7.5,0.0,0.5,1.62,0.0,0.3,12.42,2.5
VeriFone Inc.,11/16/2021 09:01:17 AM,11/16/2021 09:13:28 AM,1.0,1.8,Standard rate,N,114,164,Credit card,10.0,0.0,0.5,3.33,0.0,0.3,16.63,2.5
VeriFone Inc.,11/20/2021 08:43:59 PM,11/20/2021 08:59:23 PM,1.0,1.89,Standard rate,N,161,143,Credit card,11.0,0.5,0.5,1.0,0.0,0.3,15.8,2.5
"Creative Mobile Technologies, LLC",11/18/2021 10:33:25 PM,11/18/2021 10:45:09 PM,1.0,0.7,Standard rate,N,234,234,Cash,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/23/2021 11:50:21 AM,11/23/2021 12:11:25 PM,1.0,2.32,Standard rate,N,161,90,Credit card,14.0,0.0,0.5,2.6,0.0,0.3,19.9,2.5
"Creative Mobile Technologies, LLC",11/27/2021 09:44:20 PM,11/27/2021 09:59:21 PM,1.0,3.1,Standard rate,Y,48,236,Cash,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/24/2021 05:51:07 PM,11/24/2021 06:00:17 PM,1.0,1.03,Standard rate,N,162,230,Credit card,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/28/2021 05:24:38 PM,11/28/2021 05:34:07 PM,1.0,1.67,Standard rate,N,141,162,Cash,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/05/2021 11:27:17 PM,11/05/2021 11:42:20 PM,1.0,1.59,Standard rate,N,186,162,Cash,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/22/2021 07:18:29 AM,11/22/2021 07:26:01 AM,1.0,1.76,Standard rate,N,141,262,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
